PDBID	CHAIN	EMBID	size	Tm	Te	taxid	organism	group
3CNL	A	AAD35850.1	262.0		79.0	2336.0	thermotoga_maritima	Bacteria
2BPT	A	DAA09652.1	861.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1Q15	A	AAD38229.1	503.0		27.0	554.0	pectobacterium_carotovorum	Bacteria
4UAB	A	ABE58039.1	347.0		32.0	290398.0	chromohalobacter_salexigens	Bacteria
1A8S	A	AAB86577.1	273.0		28.0	294.0	pseudomonas_fluorescens	Bacteria
3KHS	A	AAV91070.1	285.0			127569.0	grouper_iridovirus	Virus
4X4W	A	AAD34042.1	416.0		37.0	9606.0	homo_sapiens	Eukaryota
4XLO	A	AAF81732.1	464.0		28.0	115828.0	streptomyces_maritimus	Bacteria
4J32	A	AAL19234.1	174.0			99287.0	salmonella_typhimurium	Bacteria
4AS4	A	BAG35680.1	277.0		37.0	9606.0	homo_sapiens	Eukaryota
2CDU	A	BAB19268.1	452.0		30.5	1625.0	lactobacillus_sanfranciscensis	Bacteria
2Z5Y	A	BAG57307.1	513.0		37.0	9606.0	homo_sapiens	Eukaryota
3HPA	A	CAR52329.1	479.0			32644.0	miscellaneous_nucleic	Unknown
1Y7Y	A	AAP78483.1	74.0		28.0	644.0	aeromonas_hydrophila	Bacteria
2H12	A	AAA21883.1	436.0		26.0	435.0	acetobacter_aceti	Bacteria
3FLP	A	AAL55404.1	217.0			6850.0	limulus_polyphemus	Eukaryota
3Q2E	A	BAD74072.1	123.0		37.0	9606.0	homo_sapiens	Eukaryota
4RPF	A	ABG16664.1	310.0		33.0	377628.0	yersinia_pestis	Bacteria
2HP0	A	AAZ57200.1	466.0		27.0	358.0	rhizobium_radiobacter	Bacteria
1Q87	A	EAX93738.1	221.0		35.0	5722.0	trichomonas_vaginalis	Eukaryota
1SQS	A	AAK76019.1	242.0		37.0	170187.0	streptococcus_pneumoniae	Bacteria
4WV6	A	AAI46906.1	471.0		37.0	9606.0	homo_sapiens	Eukaryota
3CK1	A	AAZ61543.1	150.0		29.0	264198.0	cupriavidus_necator	Bacteria
2CVZ	A	BAD70060.1	289.0		71.0	300852.0	thermus_thermophilus	Bacteria
1LBV	A	AAB91288.1	252.0		81.0	2234.0	archaeoglobus_fulgidus	Archaea
2NTV	A	CAC30759.1	268.0		37.0	1769.0	mycobacterium_leprae	Bacteria
3GOC	A	BAC69395.1	237.0		27.0	227882.0	streptomyces_avermitilis	Bacteria
1DW0	A	ABA78172.1	112.0		31.0	1063.0	rhodobacter_sphaeroides	Bacteria
2W9D	L	CAA24189.1	212.0			10090.0	mus_musculus	Eukaryota
4OQ9	A	AAA47785.1	159.0			12881.0	satellite_tobacco	Virus
4P9G	A	CAB53781.1	197.0		30.0	512.0	alcaligenes_sp	Bacteria
3CB7	A	AAQ20047.1	126.0			7370.0	musca_domestica	Eukaryota
4M3O	A	CAG98361.1	157.0		25.0	284590.0	kluyveromyces_lactis	Eukaryota
1YS4	A	AAB98189.1	354.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
1RP1	A	AAA30840.1	450.0			9615.0	canis_lupus	Eukaryota
2QQY	A	CAB95035.1	149.0		37.0	198094.0	bacillus_anthracis	Bacteria
4NU2	A	AFK13196.1	248.0		20.0	1086011.0	flavobacterium_frigoris	Bacteria
4CO9	C	AAP26588.1			37.0	198094.0	bacillus_anthracis	Bacteria
4C2E	A	CAB15541.1	446.0		46.0	224308.0	bacillus_subtilis	Bacteria
4IXA	A	AAO04076.1	110.0		34.0	176280.0	staphylococcus_epidermidis	Bacteria
4U19	A	AAD34173.1	276.0		37.0	9606.0	homo_sapiens	Eukaryota
4E16	A	CAJ70329.1	253.0			272563.0	peptoclostridium_difficile	Bacteria
4LV5	B	BAE31686.1	423.0			10090.0	mus_musculus	Eukaryota
2D5W	A	BAD71457.1	603.0		71.0	300852.0	thermus_thermophilus	Bacteria
3NVW	A	AAI02077.1	164.0			9913.0	bos_taurus	Eukaryota
3IHT	A	AAV93877.1	174.0		28.0	246200.0	ruegeria_pomeroyi	Bacteria
3N6Z	A	EDO11382.1	363.0		37.0	411476.0	bacteroides_ovatus	Bacteria
4ECG	A	ABR44322.1	381.0		37.0	435591.0	parabacteroides_distasonis	Bacteria
1XWV	A	BAA01240.1	129.0			6954.0	dermatophagoides_farinae	Eukaryota
4QF3	A	BAA89212.1	58.0		37.0	9606.0	homo_sapiens	Eukaryota
2ZOG	A	BAB22991.1	479.0			10090.0	mus_musculus	Eukaryota
1RE0	B	DAA08820.1	221.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1BQG	A	AAA25868.1	451.0		27.2	303.0	pseudomonas_putida	Bacteria
1WKV	A	BAA80586.1	389.0		90.0	272557.0	aeropyrum_pernix	Archaea
3CTP	A	ABR46813.1	330.0			293826.0	alkaliphilus_metalliredigens	Bacteria
2ZE9	A	BAA03913.1	509.0		27.0	1890.0	streptomyces_antibioticus	Bacteria
3TS7	A	AAU92867.1	324.0		37.0	414.0	methylococcus_capsulatus	Bacteria
1V8D	A	AAS80562.1	235.0		72.0	274.0	thermus_thermophilus	Bacteria
3FEU	A	AAW87527.1	185.0		30.0	312309.0	vibrio_fischeri	Bacteria
2R53	A	AAA36737.1	116.0		37.0	9606.0	homo_sapiens	Eukaryota
3PI7	A	BAB50063.1	349.0		26.0	381.0	rhizobium_loti	Bacteria
1Z0X	A	AAO80602.1	220.0		37.0	226185.0	enterococcus_faecalis	Bacteria
4TR7	A	AAK44225.1	402.0		37.0	83331.0	mycobacterium_tuberculosis	Bacteria
4KU0	A	AAD42482.1	96.0		37.0	10665.0	enterobacteria_phage	Virus
2O1M	A	AAC00326.1	258.0		35.0	1423.0	bacillus_subtilis	Bacteria
2IEL	A	AAS80379.1	138.0		72.0	274.0	thermus_thermophilus	Bacteria
3EFB	A	POR96636.1	266.0		35.0	198215.0	shigella_flexneri	Bacteria
4BA6	A	BAE46390.1	144.0		37.0	29322.0	eubacterium_cellulosolvens	Bacteria
2W60	B	CAA24189.1	217.0			10090.0	mus_musculus	Eukaryota
1CZA	N	CAA47379.1	917.0		37.0	9606.0	homo_sapiens	Eukaryota
3BCZ	A	BAD74066.1	293.0		37.0	9606.0	homo_sapiens	Eukaryota
3C3R	A	AAP36031.1	380.0		37.0	9606.0	homo_sapiens	Eukaryota
1MKI	A	CAB12037.1	330.0		35.0	1423.0	bacillus_subtilis	Bacteria
4D2B	A	AAV60632.1	491.0		38.0	264199.0	streptococcus_thermophilus	Bacteria
3NV0	B	CCD73516.1	154.0			6239.0	caenorhabditis_elegans	Eukaryota
1D1Q	A	AAB68124.1	161.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
2OCD	A	AAF95143.1	337.0		33.0	666.0	vibrio_cholerae	Bacteria
1FUI	A	BAE76874.1	591.0		36.0	83333.0	escherichia_coli	Bacteria
1AB8	A	AAA40682.1	220.0			10116.0	rattus_norvegicus	Eukaryota
2V1L	A	AAF94954.1	148.0		36.0	127906.0	vibrio_cholerae	Bacteria
2WUA	A	AAQ77242.1	440.0			4232.0	helianthus_annuus	Eukaryota
3E38	A	ABR41129.1	343.0		37.0	435590.0	bacteroides_vulgatus	Bacteria
3NTV	A	BAB95429.1	232.0		37.0	196620.0	staphylococcus_aureus	Bacteria
2AXW	A	CAA54120.1	134.0		37.0	562.0	escherichia_coli	Bacteria
2E7F	A	AAA53548.2	262.0		57.0	1525.0	moorella_thermoacetica	Bacteria
3UGS	B	CAL34952.1			39.0	197.0	campylobacter_jejuni	Bacteria
3CGH	A	AAO79089.1	516.0		37.0	226186.0	bacteroides_thetaiotaomicron	Bacteria
3B0T	A	AAP88938.1	254.0		37.0	9606.0	homo_sapiens	Eukaryota
3L9Q	A	AAH64931.1	195.0		37.0	9606.0	homo_sapiens	Eukaryota
4G97	A	CAJ11627.1	270.0		37.0	359391.0	brucella_abortus	Bacteria
2POY	A	EAZ51416.1	186.0			353152.0	cryptosporidium_parvum	Eukaryota
4PJ3	A	AAI27113.1	1475.0		37.0	9606.0	homo_sapiens	Eukaryota
2OCT	A	AAF44059.1	98.0		37.0	9606.0	homo_sapiens	Eukaryota
3WYQ	A	CAA27265.1	127.0		28.0	1895.0	streptomyces_avidinii	Bacteria
2BZ8	A	AAH50663.1	58.0		37.0	9606.0	homo_sapiens	Eukaryota
2NXQ	A	AAA29089.1	134.0		35.0	294381.0	entamoeba_histolytica	Eukaryota
4HCX	A	CCP46160.1	409.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
3SG8	A	AAC14693.1	304.0		36.5	37734.0	enterococcus_casseliflavus	Bacteria
3QD7	X	AAC74422.1	137.0		36.0	83333.0	escherichia_coli	Bacteria
3ER9	B	AAO89336.1	479.0			10254.0	vaccinia_virus	Virus
1OW4	A	AAM77027.1	129.0			36963.0	rhyparobia_maderae	Eukaryota
4FGQ	A	AAU26916.1	193.0		37.0	272624.0	legionella_pneumophila	Bacteria
4EJO	A	ACV55501.1	123.0		37.0	479437.0	eggerthella_lenta	Bacteria
2IQ7	A	ABL01533.1	339.0			145971.0	colletotrichum_lupini	Eukaryota
2ZMU	A	BAD24722.1	226.0			496660.0	fungia_concinna	Eukaryota
1HTR	P	AAH42578.1	43.0		37.0	9606.0	homo_sapiens	Eukaryota
1JO8	A	CAA36075.1	58.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
2CYG	A	AAB82772.2	312.0			4641.0	musa_acuminata	Eukaryota
3LT0	A	AAK38274.1	329.0		37.0	5833.0	plasmodium_falciparum	Eukaryota
1ZYO	A	AAG01369.2	191.0			12558.0	sesbania_mosaic	Virus
3U24	A	AAN55600.1	572.0		30.0	211586.0	shewanella_oneidensis	Bacteria
4WCX	A	ADD01883.1	480.0		65.0	580331.0	thermoanaerobacter_italicus	Bacteria
3DLX	A	AAB07366.1	489.0		37.0	9606.0	homo_sapiens	Eukaryota
3ILZ	A	CAA38749.1	267.0		37.0	9606.0	homo_sapiens	Eukaryota
4EXJ	A	EDK45060.1	238.0		24.0	379508.0	lodderomyces_elongisporus	Eukaryota
3GZX	A	AAC44526.1	457.0		29.0	285.0	comamonas_testosteroni	Bacteria
4K6F	A	CAR51139.1	255.0		30.0	216591.0	burkholderia_cenocepacia	Bacteria
2OUI	A	AAA51479.1	360.0		35.0	5759.0	entamoeba_histolytica	Eukaryota
3WT1	A	AAC60578.1	247.0		41.0	34413.0	humicola_insolens	Eukaryota
1WSR	A	EAW64984.1	375.0		37.0	9606.0	homo_sapiens	Eukaryota
1T6L	A	DAA00147.1	290.0			10359.0	human_cytomegalovirus	Virus
2Q83	A	CAB15070.1	346.0		35.0	1423.0	bacillus_subtilis	Bacteria
2QTF	A	AAK40607.1	364.0					
3GLV	A	BAB60381.1	143.0		60.0	273116.0	thermoplasma_volcanium	Archaea
2G7Z	A	AAK34292.1	282.0		37.0	160490.0	streptococcus_pyogenes	Bacteria
3PET	A	CAH05979.1	221.0		37.0	272559.0	bacteroides_fragilis	Bacteria
4A3Q	A	BAB58232.1	382.0		37.0	1280.0	staphylococcus_aureus	Bacteria
2X9G	A	AAC23562.1	288.0		30.0	5702.0	trypanosoma_brucei	Eukaryota
1WHZ	A	BAD71736.1	70.0		72.0	274.0	thermus_thermophilus	Bacteria
1FD3	A	AAC33549.1	41.0		37.0	9606.0	homo_sapiens	Eukaryota
3QHE	B	AAB47504.1	55.0		37.0	9606.0	homo_sapiens	Eukaryota
2Q0D	A	EAN80510.1	353.0		30.0	5691.0	trypanosoma_brucei	Eukaryota
1AVA	A	AAA98790.1	403.0			4513.0	hordeum_vulgare	Eukaryota
2P14	A	ABN42183.1	192.0		33.0	127889.0	bacillus_sp	Bacteria
2G0C	A	CAB15947.2	76.0		35.0	1423.0	bacillus_subtilis	Bacteria
2VKL	A	CCP43696.1	90.0		37.0	83332.0	mycobacterium_tuberculosis	Bacteria
4G6T	B	AAO58779.1	82.0		26.0	223283.0	pseudomonas_syringae	Bacteria
2CWA	A	AAC28386.2	263.0		71.0	300852.0	thermus_thermophilus	Bacteria
1L6R	A	CAC11321.1	227.0		59.0	2303.0	thermoplasma_acidophilum	Archaea
1D2F	A	AAA24099.1	390.0		37.0	562.0	escherichia_coli	Bacteria
4P8R	A	EAN78101.1	339.0		30.0	185431.0	trypanosoma_brucei	Eukaryota
3U42	A	CAA57139.1	229.0		72.0	274.0	thermus_thermophilus	Bacteria
1V4A	A	CAA79892.1	440.0		37.0	562.0	escherichia_coli	Bacteria
1RD5	A	CAA54131.1	262.0			4577.0	zea_mays	Eukaryota
4X9C	A	AAB99450.1	71.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
2W25	A	AAK47733.1	150.0		37.0	83332.0	mycobacterium_tuberculosis	Bacteria
3UTM	A	BAC33475.1	351.0			10090.0	mus_musculus	Eukaryota
2ZBL	A	AAL22860.1	421.0			90371.0	salmonella_typhimurium	Bacteria
2ZFI	A	BAA06221.1	366.0			10090.0	mus_musculus	Eukaryota
1LOP	A	AAA23453.1	164.0		37.0	562.0	escherichia_coli	Bacteria
2BWN	A	ADE85192.1	401.0		29.0	1061.0	rhodobacter_capsulatus	Bacteria
1TON	A	AAA42259.1	235.0			10117.0	rattus_rattus	Eukaryota
3K7L	A	ACN50006.1	422.0			8656.0	naja_atra	Eukaryota
3GWQ	A	ABE28939.1	426.0		30.0	266265.0	paraburkholderia_xenovorans	Bacteria
3U3P	A	AAC34583.1	313.0		37.0	9606.0	homo_sapiens	Eukaryota
2BH1	A	AAA58793.1	250.0		33.0	666.0	vibrio_cholerae	Bacteria
2A5J	A	BAG37750.1	191.0		37.0	9606.0	homo_sapiens	Eukaryota
4N4U	A	CAE31219.1	326.0		37.0	257310.0	bordetella_bronchiseptica	Bacteria
2EJX	A	BAB65825.1	139.0		75.0	273063.0	sulfolobus_tokodaii	Archaea
3IHM	A	CAA73790.1	430.0		27.2	303.0	pseudomonas_putida	Bacteria
4Q29	A	CAE16636.1	128.0		29.0	243265.0	photorhabdus_luminescens	Bacteria
2FGT	A	CAB16076.1	417.0		35.0	1423.0	bacillus_subtilis	Bacteria
1DPJ	A	CAA97859.1	329.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1T2W	A	KMR37796.1	145.0		37.0	1280.0	staphylococcus_aureus	Bacteria
3N9B	A	AAG05526.1	171.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
3EER	A	AAF96902.1	148.0		36.0	243277.0	vibrio_cholerae	Bacteria
1A44	A	AAI02390.1	185.0			9913.0	bos_taurus	Eukaryota
2XQQ	A	BAG35061.1	89.0		37.0	9606.0	homo_sapiens	Eukaryota
2J85	A	AAS89082.1	122.0			269145.0	sulfolobus_turreted	Virus
2EWC	A	AAX72850.1	126.0		37.0	160490.0	streptococcus_pyogenes	Bacteria
1ITX	A	AAA81528.1	419.0		32.0	1397.0	bacillus_circulans	Bacteria
1ELK	A	BAG57130.1	157.0		37.0	9606.0	homo_sapiens	Eukaryota
3POH	A	AAO79092.1	451.0		37.0	226186.0	bacteroides_thetaiotaomicron	Bacteria
1WYD	A	BAK54191.1	429.0		75.0	273063.0	sulfolobus_tokodaii	Archaea
1WZ8	A	BAD70041.1	264.0		71.0	300852.0	thermus_thermophilus	Bacteria
4L8K	A	EDN85689.1	320.0		37.0	411477.0	parabacteroides_merdae	Bacteria
3ZIG	A	AFN04813.1	86.0		96.0	1185654.0	pyrococcus_furiosus	Archaea
1R5B	A	CAA21821.1	467.0		27.5	4896.0	schizosaccharomyces_pombe	Eukaryota
4X86	A	AAA92650.1	58.0		37.0	9606.0	homo_sapiens	Eukaryota
3HI2	B	AAC76058.1	101.0		36.0	83333.0	escherichia_coli	Bacteria
4L79	A	CAA48287.1	744.0			10116.0	rattus_norvegicus	Eukaryota
4PQQ	A	AAC63849.1	156.0			10090.0	mus_musculus	Eukaryota
4E5R	A	AAH70985.1	56.0		15.0	8355.0	xenopus_laevis	Eukaryota
3HY0	A	CAA82247.1	441.0		36.0	83333.0	escherichia_coli	Bacteria
2CEV	A	AAB06939.1	299.0			33931.0	bacillus_caldovelox	Bacteria
3K12	A	AAG04957.1	122.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
1PL4	A	AAH12423.1	198.0		37.0	9606.0	homo_sapiens	Eukaryota
2V0X	A	AAI41063.1	235.0			10090.0	mus_musculus	Eukaryota
4PWY	A	AAH53733.1	264.0		37.0	9606.0	homo_sapiens	Eukaryota
4HOR	A	EAW50135.1	482.0		37.0	9606.0	homo_sapiens	Eukaryota
4EVU	A	AAL20397.1	72.0			99287.0	salmonella_typhimurium	Bacteria
1B5F	B	CAB40134.1	87.0			4265.0	cynara_cardunculus	Eukaryota
4HC6	A	CCP45317.1	129.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
4ME9	A	AAS41902.1	189.0		30.0	222523.0	bacillus_cereus	Bacteria
1WAK	A	BAG61523.1	397.0		37.0	9606.0	homo_sapiens	Eukaryota
3VG7	A	AAH32801.1	132.0		37.0	9606.0	homo_sapiens	Eukaryota
4OTE	A	CAJ68518.1	241.0			272563.0	peptoclostridium_difficile	Bacteria
1VPZ	A	AAG04294.1	73.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
4GBM	A	EGJ28342.1	323.0			1155739.0	moorea_producens	Bacteria
1WTE	A	SQN10654.1	272.0		37.0	562.0	escherichia_coli	Bacteria
2FOZ	A	CAC85940.1	347.0		37.0	9606.0	homo_sapiens	Eukaryota
1X0G	A	BAC08016.1	112.0		55.0	197221.0	thermosynechococcus_elongatus	Bacteria
2WZB	A	EAW98604.1	416.0		37.0	9606.0	homo_sapiens	Eukaryota
2HZF	A	AAM92357.1	114.0			265874.0	ectromelia_virus	Virus
1Z2W	A	AAH05663.1	192.0			10090.0	mus_musculus	Eukaryota
3HJV	A	AAF95170.1	312.0		33.0	666.0	vibrio_cholerae	Bacteria
1BG4	A	AAC23574.1	302.0		24.0	69488.0	penicillium_simplicissimum	Eukaryota
4P0C	A	AAB53042.1	88.0		37.0	9606.0	homo_sapiens	Eukaryota
2PV2	A	AAC73164.1	103.0		37.0	562.0	escherichia_coli	Bacteria
3HDC	A	ABB31617.1	158.0		30.0	269799.0	geobacter_metallireducens	Bacteria
1RKI	A	AAL62991.1	102.0		100.0	13773.0	pyrobaculum_aerophilum	Archaea
3AJV	B	BAA80647.2	186.0		94.0	56636.0	aeropyrum_pernix	Archaea
4RKE	A	AGB93265.1	176.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
2QKH	A	BAA08503.1	135.0		37.0	9606.0	homo_sapiens	Eukaryota
1NSZ	A	AAD11509.1	347.0		30.0	1358.0	lactococcus_lactis	Bacteria
2RBG	A	BAB65486.1	126.0		79.0	111955.0	sulfolobus_tokodaii	Archaea
2QRD	A	CAA20833.1	137.0		27.5	4896.0	schizosaccharomyces_pombe	Eukaryota
4HWV	A	ABM33991.1	503.0		28.0	397945.0	acidovorax_citrulli	Bacteria
2Y2W	A	AAO84266.1	574.0		37.0	216816.0	bifidobacterium_longum	Bacteria
4G08	A	CAA53049.1	159.0		37.0	90371.0	salmonella_typhimurium	Bacteria
2BKR	A	AAH31411.1	212.0		37.0	9606.0	homo_sapiens	Eukaryota
3KW2	A	BAG32720.1	257.0		37.0	431947.0	porphyromonas_gingivalis	Bacteria
2WYQ	A	AAH88364.1	85.0		37.0	9606.0	homo_sapiens	Eukaryota
4FUK	A	CAJ17103.1	337.0		30.0	185431.0	trypanosoma_brucei	Eukaryota
2XGF	A	AAD42460.1	242.0		37.0	10665.0	enterobacteria_phage	Virus
3WMD	A	AAO65805.1	160.0		27.0	1900.0	streptomyces_cinnamonensis	Bacteria
2EB4	A	AWK01012.1	267.0		37.0	562.0	escherichia_coli	Bacteria
3MLN	A	BAE23864.1	224.0			10090.0	mus_musculus	Eukaryota
2RI0	A	AAN58370.1	234.0		37.0	1309.0	streptococcus_mutans	Bacteria
2O14	A	BAA11692.1	375.0		35.0	1423.0	bacillus_subtilis	Bacteria
1LYV	A	AAA19860.1	306.0		30.5	630.0	yersinia_enterocolitica	Bacteria
1T46	A	AAC50969.1	313.0		37.0	9606.0	homo_sapiens	Eukaryota
1G1T	A	EAW90860.1	157.0		37.0	9606.0	homo_sapiens	Eukaryota
3HA9	A	BAA81585.2	165.0		94.0	56636.0	aeropyrum_pernix	Archaea
4HPE	A	CAJ67194.1	308.0			272563.0	peptoclostridium_difficile	Bacteria
1I3C	A	BAA10308.1	149.0		35.0	1148.0	synechocystis_sp	Bacteria
1X9D	A	AAD45504.1	538.0		37.0	9606.0	homo_sapiens	Eukaryota
1V0L	A	AAC26525.1	313.0		27.0	1916.0	streptomyces_lividans	Bacteria
1TXD	A	BAA20836.2	385.0		37.0	9606.0	homo_sapiens	Eukaryota
1VQY	A	AAK90595.1	116.0			176299.0	agrobacterium_fabrum	Bacteria
2XG5	A	CAA43565.1	218.0		37.0	562.0	escherichia_coli	Bacteria
3MD1	A	AAA02808.1	83.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3AA0	B	AAA52222.1	244.0		41.0	9031.0	gallus_gallus	Eukaryota
2ZTB	A	BAC79010.1	252.0		30.0	132268.0	bacillus_thuringiensis	Bacteria
1H72	C	AAB99107.1	296.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
3BL6	A	BAB57761.1	230.0		37.0	1280.0	staphylococcus_aureus	Bacteria
1VBK	A	BAA30419.1	307.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
1BXT	A	AAA65928.1	234.0		37.0	1314.0	streptococcus_pyogenes	Bacteria
3S2W	A	AAM31559.1	159.0		36.0	192952.0	methanosarcina_mazei	Archaea
2HC9	A	CCD73205.1	491.0			6239.0	caenorhabditis_elegans	Eukaryota
3D02	A	ABR80099.1	303.0		34.0	272620.0	klebsiella_pneumoniae	Bacteria
2F62	A	AAX70453.1	161.0		30.0	5691.0	trypanosoma_brucei	Eukaryota
2OO0	A	AAA59969.1	471.0		37.0	9606.0	homo_sapiens	Eukaryota
3ED7	A	AAH13919.1	295.0		37.0	9606.0	homo_sapiens	Eukaryota
3UIM	A	CAB80060.1	326.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
3ZT9	A	ABC19782.1	193.0		57.0	1525.0	moorella_thermoacetica	Bacteria
2WAO	A	ABN52032.1	341.0			1515.0	clostridium_thermocellum	Bacteria
3VMK	A	BAI70419.1	375.0		5.0	43661.0	shewanella_benthica	Bacteria
3EEY	A	ABN51931.1	197.0			203119.0	clostridium_thermocellum	Bacteria
3ERJ	A	AAB89160.1	123.0		81.0	2234.0	archaeoglobus_fulgidus	Archaea
2AYD	A	AEC05881.1	76.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
3EZY	A	AAD35499.1	344.0		79.0	2336.0	thermotoga_maritima	Bacteria
3LK2	T	BAA90912.1	52.0		37.0	9606.0	homo_sapiens	Eukaryota
4BPY	A	CAC44690.1	175.0		27.0	1916.0	streptomyces_lividans	Bacteria
2NLV	A	ABA23430.1	112.0		22.0	240292.0	anabaena_variabilis	Bacteria
2EJ8	A	AAF04012.1	160.0		37.0	9606.0	homo_sapiens	Eukaryota
2Y8K	A	ABN53395.1	491.0			1515.0	clostridium_thermocellum	Bacteria
1ZTH	A	AAB89445.1	258.0		81.0	2234.0	archaeoglobus_fulgidus	Archaea
3KK8	A	CAC42328.1	284.0			6239.0	caenorhabditis_elegans	Eukaryota
3AG6	A	ABD31913.1	283.0		37.0	93061.0	staphylococcus_aureus	Bacteria
1QF9	A	AAA33272.1	194.0		22.0	44689.0	dictyostelium_discoideum	Eukaryota
1MVL	A	AEE76036.1	209.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
1TIG	A	CAA34312.1	94.0		65.0	1422.0	geobacillus_stearothermophilus	Bacteria
3VLD	A	CAA85235.1	500.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
3RT3	C	AAA43756.1	109.0			518987.0	influenza_b	Virus
3BJE	A	AAX70227.1	349.0		30.0	5691.0	trypanosoma_brucei	Eukaryota
3SXU	B	AAA97268.1	138.0		36.0	83333.0	escherichia_coli	Bacteria
1JF8	A	AAA25638.1	131.0		37.0	1280.0	staphylococcus_aureus	Bacteria
4AUK	A	CAA51815.1	375.0		36.0	83333.0	escherichia_coli	Bacteria
4EIS	A	EAA33178.2	225.0		25.0	367110.0	neurospora_crassa	Eukaryota
4OFX	A	AAO91511.1	319.0		37.0	227377.0	coxiella_burnetii	Bacteria
3LUB	A	CAH07576.1	254.0		37.0	272559.0	bacteroides_fragilis	Bacteria
2Q3Q	A	AEE30464.1	122.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
4IDO	A	CAH10392.1	457.0		37.0	9606.0	homo_sapiens	Eukaryota
1DYP	A	CAA50624.1	271.0		21.0	227.0	pseudoalteromonas_carrageenovora	Bacteria
2RGQ	A	ACC81604.1	144.0		20.0	63737.0	nostoc_punctiforme	Bacteria
4BJJ	A	CAB11095.2	112.0		27.5	4896.0	schizosaccharomyces_pombe	Eukaryota
3UGU	A	AAA20465.1	380.0			9913.0	bos_taurus	Eukaryota
2BMZ	A	AAB82776.2	141.0			4641.0	musa_acuminata	Eukaryota
4NOC	A	ADB29587.1	151.0		29.0	479435.0	kribbella_flavida	Bacteria
3G85	A	AAK81478.1	289.0		37.0	272562.0	clostridium_acetobutylicum	Bacteria
1NJK	A	BAA11647.1	156.0		37.0	562.0	escherichia_coli	Bacteria
4JZ8	A	EDO80558.1	317.0		35.0	184922.0	giardia_intestinalis	Eukaryota
1EJE	A	AAB84658.1	192.0		65.0	145262.0	methanothermobacter_thermautotrophicus	Archaea
3C8W	A	AAU26761.1	255.0		37.0	272624.0	legionella_pneumophila	Bacteria
1HH5	A	AAC46253.1	68.0		30.0	891.0	desulfuromonas_acetoxidans	Bacteria
3GKJ	A	AAK25791.1	232.0		37.0	9606.0	homo_sapiens	Eukaryota
1VLP	A	CAA99424.1	441.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3B5E	A	BAB53945.1	223.0		26.0	266835.0	rhizobium_loti	Bacteria
4EQL	A	ABW84226.1	581.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
4U4I	A	AEQ32921.1	161.0			1094892.0	megavirus_chiliensis	Virus
3OII	A	AAB67457.1	253.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3FHF	A	AAB98720.1	214.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
4J6C	A	BAD60163.1	410.0		32.0	247156.0	nocardia_farcinica	Bacteria
2WH7	A	AAK33900.1	178.0		37.0	1314.0	streptococcus_pyogenes	Bacteria
3I2Z	B	CAR36529.1			37.0	90371.0	salmonella_typhimurium	Bacteria
2IJE	S	CAA42525.1	240.0			10090.0	mus_musculus	Eukaryota
4N0G	C	AEE84069.1	164.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
4BHQ	A	BAD71203.1	163.0		71.0	300852.0	thermus_thermophilus	Bacteria
3RD8	A	ABK75151.1	489.0		36.0	246196.0	mycobacterium_smegmatis	Bacteria
3LYW	A	ACL18896.1	90.0		34.0	272564.0	desulfitobacterium_hafniense	Bacteria
3L78	A	AAN58834.1	120.0		37.0	210007.0	streptococcus_mutans	Bacteria
2PKP	A	AAB99277.1	170.0		80.0	243232.0	methanocaldococcus_jannaschii	Archaea
1RID	A	CAA31564.1	244.0			10254.0	vaccinia_virus	Virus
2E1F	A	AAF06162.1	103.0		37.0	9606.0	homo_sapiens	Eukaryota
3LW6	A	AAF56377.1	287.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
3OY1	A	AAC50101.1	362.0		37.0	9606.0	homo_sapiens	Eukaryota
1MTP	A	AAZ55966.1	323.0		49.5	2021.0	thermobifida_fusca	Bacteria
